지역,매장명,브랜드명
경기도 수원시 팔달구 중부대로143번길 11 101호(우만동) ,수원월드메르디앙점,메가커피
서울특별시 강서구 강서로 471,양천향교역점,메가커피
서울특별시 강서구 강서로 419,마곡유림점,메가커피
서울특별시 강서구 곰달래로 272 (화곡동) 메가커피 ,목동사거리점,메가커피
서울특별시 금천구 남부순환로 1432 . ,신림푸르지오점,메가커피
서울특별시 강서구 마곡중앙5로 1길 20 1층112호 ,마곡나루역점,메가커피
경기도 수원시 장안구 연무로13번길 58 ,수원연무시장점,메가커피
충청남도 아산시 탕정면 탕정면로8번길 97-2 ,아산지중해마을점,메가커피
서울특별시 구로구 새말로 89 (구로동) 메가커피 ,신도림태영타운점,메가커피
경기도 김포시 하성면 월하로 736 ,김포마곡사거리점,메가커피
서울특별시 양천구 오목로 315 104호(목동대영상가) ,오목교역점,메가커피
경기도 의왕시 포일로 43 (내손동) 메가커피 ,의왕내손점,메가커피
서울특별시 영등포구 시흥대로 629,대림사거리점,메가커피
서울특별시 강서구 강서로 380 . ,발산역점,메가커피
경기도 오산시 성호대로 127 (오산동) 메가커피 ,오산시청점,메가커피
서울특별시 구로구 경인로 661 (신도림동신도림1차푸르지오)133호 ,신도림역점,메가커피
경기도 오산시 동부대로 332-13  ,오산더테라스퀘어점,메가커피
경기도 수원시 영통구 인계로 220번길16 1층좌측3호 ,수원매탄점,메가커피
경기도 수원시 영통구 영통로153번길 98 ,수원망포초점,메가커피
경기도 화성시 동탄지성로 140 (능동) 메가커피 ,동탄능동점,메가커피
"서울특별시 관악구 난곡로 268, 1층 일부호(신림동) ",난곡우체국점,메가커피
서울특별시 관악구 난우길 8 (신림동) 메가커피 ,신림난곡점,메가커피
경기도 수원시 영통구 효원로 387 1층111112호(매탄동풍성프라자) ,수원영통구청점,메가커피
서울특별시 양천구 목동동로12길 45,오목교중앙점,메가커피
"경기도 수원시 영통구 신원로 88 1층(신동, 디지털엠파이어2) ",수원엠파이어점,메가커피
경기도 평택시 동삭1로22번길 19-13 1층 102호(동삭동) ,평택더샵센트럴점,메가커피
경기도 안양시 동안구 흥안대로 456번길 42 ,인덕원벌말점,메가커피
경기도 화성시 동탄원천로 338 1층 106호 ,동탄능동중앙점,메가커피
"경기도 화성시 동탄지성로 102,  1층 109,110호(반송동, 하나로프라자) ",동탄센트럴파크점,메가커피
경기도 오산시 남부대로 411-12 1층105호 ,오산고현점,메가커피
경기도 평택시 중앙로 101,평택성동초교점,메가커피
경기도 수원시 영통구 덕영대로 1478 ,망포포레스퀘어점,메가커피
서울특별시 강서구 공항대로 103,강서세무서점,메가커피
서울특별시 강서구 공항대로 190,마곡역점,메가커피
경기도 수원시 영통구 인계로 260 ,수원매탄초사거리점,메가커피
서울특별시 강서구 공항대로41길 43 (등촌동) 메가커피 ,등촌성당점,메가커피
서울특별시 양천구 목동중앙남로11길  8,목동시장점,메가커피
경기도 수원시 영통구 태장로 83 (망포동) 메가커피 ,수원망포점,메가커피
"서울특별시 관악구 난곡로 367 1층 105호 (신림동, 경신빌딩) ",신대방역점,메가커피
서울특별시 영등포구 선유로9길 10,문래SKV1센터점,메가커피
서울특별시 강서구 양천로 401 메가커피(강서한강자이타워점) ,강서한강자이타워점,메가커피
경기도 수원시 영통구 중부대로 260 (매탄동) 메가커피 ,아주대삼거리점,메가커피
"서울특별시 영등포구 도영로 33-2, 1층 ",도림점,메가커피
"서울특별시 영등포구 신길로34길 1, 101호(신길동) ",대화성저마을점,메가커피
서울특별시 양천구 등촌로 180 . ,등촌아이파크점,메가커피
경기도 김포시 하성면 애기봉로 848-1 ,김포하성점,메가커피
경기도 수원시 영통구 아주로 42 (원천동) 메가커피 ,수원아주대점,메가커피
서울특별시 동작구 여의대방로 30 메가커피(보라매점) ,보라매점,메가커피
경기도 화성시 동탄중심상가1길 9 (반송동) 메가커피 ,동탄남광장점,메가커피
충청남도 아산시 배방읍 모산로126번길 17-7 (공수리배방삼정그린코아)1층105호 ,아산배방점,메가커피
"서울특별시 양천구 목동중앙로 97 1층(목동, 청우빌딩) ",신목점,메가커피
서울특별시 영등포구 여의대방로 189 (신길동) 메가커피 ,해군회관사거리점,메가커피
경기도 의왕시 안양판교로 99 106호(포일동스마일타워) ,의왕포일점,메가커피
경기도 수원시 영통구 영통로90번길 4-20 . ,망포늘푸른벽산점,메가커피
경기도 화성시 동탄솔빛로 62 108(반송동리첸프라자) ,동탄나루마을점,메가커피
경기도 화성시 영통로 59 (반월동) 메가커피 ,신영통점,메가커피
서울특별시 영등포구 선유서로24길 6 메가커피(양평중흥S클래스점) ,양평중흥S클래스점,메가커피
서울특별시 관악구 호암로26가길 2 (신림동) 메가커피 ,대학점,메가커피
서울특별시 관악구 신림로 321 (신림동) 메가커피 ,신림역점,메가커피
서울특별시 관악구 신림로 90 1층메가커피(신림동) ,신림프라임법학원점,메가커피
경기도 화성시 동탄중심상가2길 7 (반송동) 메가커피 ,동탄북광장점,메가커피
경기도 수원시 영통구 덕영대로 1547 (영통동) 메가커피 ,망포역점,메가커피
서울특별시 강서구 공항대로 629 (염창동) 메가커피 ,염창역점,메가커피
서울특별시 영등포구 신풍로 48,신풍역점,메가커피
"서울특별시 양천구 목동서로 65 (목동, 목동가든스위트) 메가커피 ",목동파리공원점,메가커피
서울특별시 영등포구 양산로 53,양평역점,메가커피
경기도 평택시 상서재로 50 416동121호(동삭동평택센트럴자이4단지) ,평택동삭점,메가커피
서울특별시 강서구 양천로 461,양중앙점,메가커피
서울특별시 강서구 양천로 492,양역점,메가커피
서울특별시 양천구 목동중앙북로7길 10,등촌역점,메가커피
서울특별시 영등포구 경인로 775 (문래동3가) 메가커피 ,문래에이스하이테크점,메가커피
경기도 평택시 신촌2로 22 . ,평택동문점,메가커피
서울특별시 양천구 목동중앙본로 116,목2동점,메가커피
서울특별시 영등포구 여의대방로 87,보라매공원점,메가커피
서울특별시 강서구 공항대로61길 22,강서등촌점,메가커피
충청남도 아산시 탕정면 탕정면로 222 (호산리온샘빌딩)1층102호 ,아산탕정점,메가커피
서울특별시 양천구 목동서로 37 1층 107호 ,목동월촌중점,메가커피
서울특별시 영등포구 신길로34길 1 101호(신길동) ,신길힐스테이트점,메가커피
"서울특별시 영등포구 영등포로 150, C동 1층 107호(당산동1가, 생각공장 당산) ",당산생각공장점,메가커피
경기도 오산시 부산중앙로 42 메가커피 ,오산시티자이점,메가커피
서울특별시 영등포구 영신로19길 26-1,영등포역남부점,메가커피
"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워) 메가커피 ",보라매타운점,메가커피
경기도 수원시 영통구 대학로 47 101호 ,광교역점,메가커피
서울특별시 강서구 양천로 583,강서우림블루나인점,메가커피
서울특별시 관악구 남부순환로 1617,신림역사거리점,메가커피
경기도 수원시 영통구 매영로 143 106호(원천동원흥프라자) ,수원원천점,메가커피
서울특별시 강서구 허준로 198,양초점,메가커피
"서울특별시 양천구 목동서로 155, 1층 상가 110호 ",목동파라곤점,메가커피
"서울특별시 강서구 양천로 658 1층 101호(염창동, 양화진빌딩) ",염창점,메가커피
경기도 화성시 삼성1로6길 27 (반월동) 메가커피 ,기흥삼성반도체점,메가커피
서울특별시 관악구 보라매로  2,당곡역점,메가커피
"서울특별시 영등포구 여의대방로 137, 1층(신길동) ",보라매역점,메가커피
경기도 수원시 영통구 대학로 101 (이의동) 메가커피 ,수원광교초점,메가커피
경기도 수원시 영통구 센트럴타운로 106 114호(이의동센트럴프라자) ,광교센트럴점,메가커피
서울특별시 영등포구 당산로 130 (당산동3가) 메가커피 ,영등포구청역점,메가커피
경기도 화성시 삼성1로 150,동탄한림대병원점,메가커피
경기도 수원시 영통구 광교호수공원로 20 ,수원더샵광교점,메가커피
서울특별시 영등포구 영중로 10-1,영등포역점,메가커피
경기도 평택시 비전2로 192 (비전동) 메가커피 ,평택비전점,메가커피
경기도 평택시 평남로 933 (비전동) 메가커피 ,평택소사벌지구점,메가커피
경기도 평택시 평택5로 94 (비전동) 메가커피 ,평택아너스빌점,메가커피
충청남도 아산시 배방읍 북수로 121 1층105호 ,아산북수점,메가커피
경기도 용인시 기흥구 서천로 121 (서천동) 메가커피 ,용인서천마을점,메가커피
경기도 고양시 일산서구 대화로 136 (대화동) 메가커피 ,일산대화마을점,메가커피
경기도 화성시 동탄기흥로257번가길 16 (방교동) 메가커피 ,동탄프리미엄아울렛점,메가커피
"경기도 수원시 영통구 봉영로 1569 106호(영통동, NEW WORLD PLAZA) ",수원영통역점,메가커피
경기도 화성시 동탄감배산로 124-6,동탄여울공원점,메가커피
서울특별시 관악구 쑥고개로 67-1 1층 ,봉천e편한세상점,메가커피
서울특별시 동작구 보라매로 113,신대방삼거리역점,메가커피
서울특별시 영등포구 도신로 234 (신길동) 메가커피 ,신길중앙점,메가커피
서울특별시 영등포구 양평로19길4 4 1층(양평동4가),선유도비즈타워점,메가커피
서울특별시 영등포구 국회대로 646,영등포전화국사거리점,메가커피
"서울특별시 관악구 은천로 37 1층 (봉천동, 정암빌딩) ",봉일시장점,메가커피
경기도 화성시 동탄광역환승로 73 207동지1층E004호(반도유보라아이파크8.0) ,동탄반도카림2차점,메가커피
서울특별시 영등포구 양평로 67 (당산동5가) 메가커피 ,당산역점,메가커피
경기도 수원시 영통구 에듀타운로 25 (이의동) 메가커피 ,광교중앙점,메가커피
경기도 수원시 영통구 청명남로 31 키라레스토어106호 ,수원영통점,메가커피
충청남도 아산시 탕정면 한들물빛2로 40 ,탕정한들물빛점,메가커피
"경기도 수원시 영통구 봉영로 1623, 1층 108호(영통동, 드림피아빌딩) ",영통청명점,메가커피
서울특별시 영등포구 당산로 214,당산중앙점,메가커피
경기도 수원시 영통구 광교호수공원로 277 B1-71호 ,광교중흥어뮤즈스퀘어점,메가커피
서울특별시 영등포구 버드나루로 119,당산영동점,메가커피
경기도 고양시 일산서구 호수로 817 . ,일산레이킨스몰점,메가커피
충청남도 천안시 서북구 3공단6로 58-8 ,천안차암점,메가커피
충청남도 아산시 배방읍 용연로 37 . ,아산용연마을점,메가커피
경기도 고양시 일산동구 일산로 46 115호(백석동남정씨티프라자3) ,백석역점,메가커피
경기도 화성시 동탄대로시범길 148-14,동탄2시범단지점,메가커피
경기도 화성시 동탄대로 181,동탄레이크꼬모점,메가커피
경기도 화성시 동탄대로21길 10 135호(영천동더퍼스트타워) ,동탄퍼스트타워점,메가커피
경기도 화성시 동탄오산로 82 (오산동)1층 ,동탄srt역점,메가커피
경기도 고양시 일산서구 가좌1로 8 (가좌동) 메가커피 ,일산가좌점,메가커피
경기도 고양시 일산서구 주엽로 80 E동113호(대화동) ,일산가로수길점,메가커피
경기도 고양시 일산동구 장백로 184 101호(장항동우신프라자) ,마두역점,메가커피
"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티) . ",용인흥덕점,메가커피
경기도 화성시 동탄장지천6길 66,동탄장지점,메가커피
서울특별시 관악구 은천로 113 (봉천동) 메가커피 ,현대시장점,메가커피
경기도 고양시 일산동구 중앙로1261번길 61 . ,일산장항점,메가커피
경기도 화성시 동탄순환대로 127-17 (산척동) 메가커피 ,동탄호수공원점,메가커피
경기도 과천시 별양상가2로 14 (별양동) 메가커피 ,과천중앙점,메가커피
경기도 수원시 영통구 영통로 523 (영통동) 메가커피 ,수원황골마을점,메가커피
경기도 화성시 동탄대로 557-9,동탄우성르보아시티점,메가커피
서울특별시 관악구 관악로  195 ,서울대입구역점,메가커피
경기도 고양시 일산동구 중산로 67 (중산동) 메가커피 ,풍산모당공원점,메가커피
경기도 고양시 일산동구 정발산로 38 (장항동장항동이스턴시티) ,일산동구청점,메가커피
경기도 과천시 관문로 92 101동 107호 ,과천힐스테이트점,메가커피
충청남도 천안시 서북구 불당23로 73-27 111호(불당동파크힐상가) ,천안불당파크힐점,메가커피
서울특별시 관악구 관악로 ,관악구청점,메가커피
경기도 고양시 일산동구 중앙로1275번길 38-15 (장항동) 메가커피 ,일산문화광장점,메가커피
서울특별시 관악구 남부순환로 1740 (봉천동) 메가커피 ,봉천역점,메가커피
충청남도 아산시 배방읍 호서로79번길 19 ,아산호서대점,메가커피
서울특별시 관악구 남부순환로 1861 (봉천동덕수빌딩)1층 ,서울대입구점,메가커피
경기도 고양시 일산서구 중앙로 1564 108호(대화동그린월드) ,대화역점,메가커피
경기도 고양시 일산서구 중앙로 1493 ,일산문촌마을점,메가커피
"경기도 수원시 영통구 법조로 149번길 122 1층 102,103호(하동) ",광교법원점,메가커피
경기도 화성시 동탄대로4길 39 (장지동) 메가커피 ,동탄서연점,메가커피
"경기도 고양시 일산동구 무궁화로 31-2, 1층 109호 (장항동, 풍성프라자) ",일산라페스타점,메가커피
경기도 과천시 별양로  142,과천자이점,메가커피
서울특별시 동작구 양녕로 193 . ,신상도점,메가커피
경기도 고양시 덕양구 토당로 115 ,능곡삼거리점,메가커피
경기도 수원시 영통구 법조로 38 ,광교호수공원점,메가커피
서울특별시 영등포구 여의나루로 42 (여의도동) 메가커피 ,여의도역점,메가커피
경기도 고양시 일산서구 주화로 70 우신프라자102호 ,주엽역점,메가커피
경기도 고양시 덕양구 지도로35번길 3 (토당동) 메가커피 ,능곡중앙점,메가커피
서울특별시 관악구 남부순환로 1913 1층(봉천동) ,낙성대역점,메가커피
경기도 용인시 수지구 광교중앙로 304 (상현동) 메가커피 ,상현역점,메가커피
충청남도 천안시 서북구 공원로 176 (불당동) 메가커피 ,천안프라디움시티점,메가커피
경기도 고양시 일산동구 월드고양로 19 ,킨텍스원시티점,메가커피
경기도 고양시 일산동구 강송로 180 1층(마두동) ,일산마두공원점,메가커피
서울특별시 관악구 봉천로 615 (봉천동) . ,관악인헌시장점,메가커피
"서울특별시 동작구 상도로 207 근생시설동 지하2층 B208, B213호 (상도동, 상도효성해링턴플레이스) ",상도해링턴플레이스점,메가커피
서울특별시 영등포구 국회대로72길 17,서여의도점,메가커피
"경기도 고양시 덕양구 충장로 22 101호(행신동, 탑프라자) ",행신역점,메가커피
충청남도 천안시 서북구 불당25로 192 (불당동)1층115호 ,천안불당신도시점,메가커피
충청남도 천안시 서북구 불당26로 77 130호(불당동지웰더샵) ,천안불당지웰점,메가커피
경기도 화성시 동탄산척로2가길 34 . ,동탄산척중앙점,메가커피
"서울특별시 마포구 망원로 19 1층 102호(망원동, 참존아파트) ",마포시민공원점,메가커피
"서울특별시 동작구 상도로 362-1, 1층 ",숭실대입구역점,메가커피
"서울특별시 영등포구 여의대로 108 지하2층(여의도동, 파크원 타워 1) ",여의도파크원점,메가커피
"경기도 평택시 용죽3로 15, 1층 103호(용이동) ",평택용죽점,메가커피
"충청남도 천안시 서북구 검은들1길 7 1층 102호(불당동, 포인트프라자빌딩) ",천안불당아이파크점,메가커피
"경기도 고양시 일산서구 대산로 124 (주엽동, 진우프라자) ",일산강선점,메가커피
서울특별시 동작구 만양로 14 . ,상도중앙점,메가커피
서울특별시 동작구 노량진로 ,노량진역점,메가커피
경기도 평택시 용이동 465-1 메가커피 ,평택대점,메가커피
경기도 고양시 일산동구 일산로 238 (마두동) 메가커피 ,일산백마마을점,메가커피
서울특별시 마포구 동교로 39,망원망리단길점,메가커피
경기도 용인시 수지구 성복2로 162 . ,수지성동마을점,메가커피
서울특별시 동작구 노량진로16길 14,노량진점,메가커피
경기도 고양시 일산서구 일산로 662 . ,일산대화점,메가커피
경기도 고양시 일산동구 대산로 20 . ,일산저동점,메가커피
경기도 파주시 심학산로423번길 7-29 . ,운정산내마을점,메가커피
"경기도 고양시 덕양구 중앙로 628 (화정동, 예일프라자) ",고양경찰서점,메가커피
경기도 화성시 지산1길 11-10 (영천동) 메가커피 ,동탄영천점,메가커피
경기도 수원시 영통구 덕영대로 1705 . ,경희대국제캠퍼스점,메가커피
경기도 고양시 일산서구 후곡로 22 ,일산후곡사거리점,메가커피
경기도 화성시 동탄영천로 5 (영천동) ,동탄영천중앙점,메가커피
경기도 고양시 덕양구 중앙로 554 (행신동) 메가커피 ,행신햇빛마을점,메가커피
서울특별시 마포구 양화로 46-1 . ,합정역점,메가커피
경기도 안성시 공도읍 진사리 349-7 107호 ,안성진사리점,메가커피
"경기도 고양시 일산서구 일산로 529 (일산동, 대화프라자) . ",일산후곡점,메가커피
서울특별시 동작구 사당로12길 2 . ,남성역점,메가커피
경기도 화성시 동탄순환대로 263 (산척동) 메가커피 ,동탄산척점,메가커피
서울특별시 마포구 월드컵북로 496 메가커피 ,상암하늘초점,메가커피
경기도 고양시 일산동구 일산로330번길 1211 ,일산국립암센터점,메가커피
서울특별시 마포구 월드컵로 151,마포중앙점,메가커피
경기도 고양시 일산동구 일산로 451 (정발산동) 메가커피 ,정발산점,메가커피
경기도 고양시 덕양구 서정마을1로 4-9 미라클프라자106호 ,일산서정마을점,메가커피
서울특별시 마포구 양화로 73,합정중앙점,메가커피
서울특별시 마포구 모래내로1길  9 ,마포구청점,메가커피
"경기도 화성시 동탄순환대로12길 85 (산척동, 그린힐 반도유보라 아이비파크 10) 메가커피 ",동탄카림3차점,메가커피
"서울특별시 동작구 사당로 243 (사당동, 동국빌딩) . ",동작남성점,메가커피
충청남도 천안시 서북구 한들3로 35-5 1층(백석동) ,천안백석점,메가커피
서울특별시 관악구 과천대로 955,사당역점,메가커피
서울특별시 마포구 월드컵북로54길 17 130호 ,사보이시티점,메가커피
"경기도 파주시 심학산로 384 (동패동, 운정신도시 IPARK) 메가커피 ",운정아이파크점,메가커피
경기도 화성시 동탄순환대로18길 16 . ,동탄목동점,메가커피
경기도 고양시 덕양구 화신로272번길 38 (화정동) 메가커피 ,고양화정점,메가커피
"경기도 용인시 수지구 수지로 125 B동 1층 일부(성복동, 원흥빌딩) ",용인성복역점,메가커피
충청남도 천안시 서북구 성성8로 2-30 109호(성성동) ,천안성성레이크타운점,메가커피
경기도 용인시 수지구 심곡로 87 . ,수지아이조움점,메가커피
충청남도 천안시 서북구 월봉로 93 (쌍용동) 메가커피 ,천안나사렛대점,메가커피
충청남도 천안시 서북구 월봉로 126 (쌍용동) 메가커피 ,천안용암마을점,메가커피
충청남도 천안시 서북구 백석4길 44 ,천안백석현대점,메가커피
서울특별시 마포구 성미산로 43,마포성산점,메가커피
서울특별시 마포구 월드컵북로 ,상암DMC점,메가커피
"경기도 고양시 일산서구 고양대로 632, 108호 ",일산한뫼초점,메가커피
경기도 용인시 수지구 만현로 120 (상현동) 메가커피 ,수지상현점,메가커피
서울특별시 서초구 동작대로 44 (방배동) 메가커피 ,사당방배점,메가커피
경기도 용인시 수지구 신봉2로 15 (신봉동) 메가커피 ,용인신봉마을점,메가커피
서울특별시 마포구 양화로 116,홍대서교점,메가커피
경기도 고양시 덕양구 화중로104번길 26 (화정동) 메가커피 ,화정역점,메가커피
서울특별시 마포구 잔다리로6길 ,홍대점,메가커피
서울특별시 동작구 흑석로 103,중앙대점,메가커피
경기도 화성시 동탄순환대로20길 69 상가동 1층 107호 ,동탄아너스빌점,메가커피
충청남도 천안시 서북구 성환읍 성진로 80-6 1층 ,천안남서울대점,메가커피
경기도 고양시 덕양구 동송로 33 ,고양삼송시티점,메가커피
"경기도 고양시 덕양구 삼막3길 5, B116호 ",삼송지축듀클래스점,메가커피
경기도 파주시 숲속노을로 275 . ,파주문발점,메가커피
서울특별시 동작구 동작대로  89,엠지씨커피 이수역점,메가커피
서울특별시 마포구 월드컵북로 8,홍대L7점,메가커피
경기도 용인시 기흥구 한보라1로 14 베스트프라자108호 ,용인보라점,메가커피
경기도 고양시 일산서구 일현로 137 (탄현동) 메가커피 ,탄현큰마을점,메가커피
경기도 고양시 일산서구 일현로 48 (탄현동) 메가커피 ,일산탄현점,메가커피
"서울특별시 은평구 수색로 217 (수색동, 디엠씨 자이1단지(DMC 자이1)) 메가커피 ",수색자이점,메가커피
서울특별시 동작구 동작대로27길 20,이수태평점,메가커피
경기도 용인시 수지구 포은대로313번길 7-10 ,수지e편한세상점,메가커피
서울특별시 마포구 독막로 145,광흥창역점,메가커피
경기도 고양시 덕양구 화중로151번길 3 . ,화정단독주택단지점,메가커피
경기도 용인시 기흥구 금화로 106 ,용인상갈점,메가커피
"경기도 고양시 일산서구 일현로 97-11 (탄현동, 일산위브더제니스) . ",탄현제니스점,메가커피
경기도 고양시 일산동구 숲속마을1로 71 . ,일산풍동점,메가커피
경기도 고양시 일산서구 원일로 117 ,일산보건소사거리점,메가커피
서울특별시 마포구 홍익로6길 48,홍대입구역점,메가커피
서울특별시 마포구 동교로 199 . ,동교삼거리점,메가커피
경기도 고양시 일산서구 산현로92번길 60 ,일산서구점,메가커피
서울특별시 마포구 월드컵북로6길 64,동교점,메가커피
"경기도 고양시 일산동구 중산로 117, 1층 108호(중산동, 성도빌딩) ",고양산들마을점,메가커피
충청남도 천안시 서북구 원두정8길 19 ,천안두정중앙점,메가커피
경기도 파주시 청석로 264,파주교하점,메가커피
경기도 용인시 수지구 정평로 34-2 (풍덕천동) 메가커피 ,수지신정마을점,메가커피
서울특별시 서대문구 수색로 34 1층 왼쪽(남가좌동) ,좌역점,메가커피
경기도 파주시 교하로 100,운정힐스테이트점,메가커피
경기도 용인시 기흥구 사은로84번길 5 (보라동) . ,보라해링턴점,메가커피
서울특별시 마포구 동교로 235-1 (연남동)1층 ,연남숲길점,메가커피
충청남도 천안시 서북구 미라2길 40 (쌍용동) . ,천안쌍용로데오점,메가커피
"충청남도 천안시 서북구 봉서5길 1, 1층 102호 ",천안쌍용점,메가커피
"서울특별시 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크) ",마포오벨리스크점,메가커피
경기도 파주시 미래로 371 1층 109호 ,운정이마트점,메가커피
경기도 고양시 덕양구 향기로 56 ,고양향동점,메가커피
서울특별시 서대문구 신촌로 19,창천점,메가커피
서울특별시 서대문구 거북골로 184,재울북가좌초교점,메가커피
서울특별시 마포구 삼개로 19,마포도화점,메가커피
서울특별시 마포구 큰우물로  49,마포용강점,메가커피
경기도 성남시 분당구 판교대장로 92 (대장동) ,판교대장점,메가커피
경기도 용인시 기흥구 신구로12번길 21 . ,용인신갈점,메가커피
경기도 용인시 기흥구 사은로 130-8 . ,용인보라나곡점,메가커피
"경기도 파주시 와석순환로 72 101호(야당동, 홍원프라자) ",파주한빛마을점,메가커피
"서울특별시 마포구 백범로 102 102,103호(대흥동,원흥빌딩) ",대흥역점,메가커피
서울특별시 서대문구 신촌로 75 . ,신촌로터리점,메가커피
서울특별시 서초구 방배로 141,내방역점,메가커피
경기도 고양시 일산동구 고양대로 1034 ,식사은행마을점,메가커피
충청남도 천안시 서북구 성정두정로 12 ,천안성정점,메가커피
"경기도 용인시 기흥구 구갈로 70 108호(구갈동, 메가타운) ",기흥구청점,메가커피
서울특별시 서초구 동광로 75,함지박사거리점,메가커피
서울특별시 서대문구 연세로5가길 8-6 (창천동) 메가커피 ,신촌점,메가커피
서울특별시 서대문구 연세로 50 (신촌동) 메가커피 ,연세대공학원점,메가커피
서울특별시 마포구 새창로 10 1층일부(도화동) ,공덕오거리점,메가커피
경기도 고양시 일산동구 중산로 244 (중산동) 메가커피 ,일산중산마을점,메가커피
충청남도 천안시 서북구 봉정로 362 ,천안두정점,메가커피
서울특별시 서대문구 응암로 108 1층(북가좌동) ,북가좌점,메가커피
"경기도 용인시 기흥구 기흥역로 63 (구갈동, 힐스테이트 기흥) 메가커피 ",기흥역점,메가커피
경기도 용인시 수지구 풍덕천로 130 (풍덕천동)1층일부 ,수지구청역점,메가커피
경기도 고양시 일산서구 탄현로 136 . ,일산에듀포레점,메가커피
"서울특별시 마포구 백범로31길 8 (공덕동, 공덕SK리더스뷰) 메가커피 ",공덕sk리더스뷰점,메가커피
서울특별시 서대문구 신촌로 121 . ,신촌역점,메가커피
경기도 용인시 수지구 손곡로 107 ,수지동천중앙점,메가커피
경기도 고양시 덕양구 향기로 123 1층(향동동) ,고양향동중앙점,메가커피
서울특별시 마포구 대흥로20길 28,마포아트센터점,메가커피
경기도 용인시 기흥구 용구대로2394번길 2 ,구성점,메가커피
경기도 용인시 기흥구 새천년로26번길 2 ,신갈역점,메가커피
서울특별시 서대문구 연희로 98 (연희동) 메가커피 ,연희점,메가커피
"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이) 메가커피 ",재울뉴타운점,메가커피
