매장명,지역,브랜드명
명동L7점,서울특별시 중구 퇴계로 137 (충무로2가) L7호텔 1층,투썸플레이스
세종아름점,세종특별자치시 아름동 1167,투썸플레이스
대구월배역포스코점,대구광역시 달서구 상원로 113 (상인동) 1~4층,투썸플레이스
마산산호점,"경상남도 창원시 마산합포구 삼호로 53 (산호동,명성빌딩) 1층",투썸플레이스
대구시지점,"대구광역시 수성구 달구벌대로645길 11 (신매동,신매동SNL메디타워) 108,109,202호",투썸플레이스
대구월촌역점,대구광역시 달서구 월배로 324 (송현동) 1층 투썸플레이스 대구월촌역점,투썸플레이스
청주가경파크점,충청북도 청주시 흥덕구 서현로 90(가경동),투썸플레이스
당진시청점,충청남도 당진시 남부로 260-24 (수청동) 1층,투썸플레이스
위례역점,경기도 성남시 수정구 위례서일로 6 (창곡동) 1층,투썸플레이스
올림픽평화의문점,"서울특별시 송파구 올림픽로 424 (방이동,올림픽공원) 평화의광장 B1",투썸플레이스
춘천소양강댐점,강원도 춘천시 신북읍 신샘밭로 750 (천전리) 1-2층,투썸플레이스
용인보정점,"경기도 용인시 기흥구 죽전로 53 (보정동, 야후빌딩) 1층~2층",투썸플레이스
수원호매실점,"경기도 수원시 권선구 금곡로102번길 45 (금곡동) 1층,2층",투썸플레이스
마포대흥점,"서울특별시 마포구 대흥로 183 (대흥동,신촌그랑자이상가) 1층",투썸플레이스
인천효성점,"인천광역시 계양구 새벌로 112, 1층 108호 (효성동, 마스터즈)",투썸플레이스
안산한대앞역점,"경기도 안산시 상록구 광덕1로 382 (이동,덕성프라자) 경기도 안산시 상록구 이동 716-1",투썸플레이스
대전가장로점,대전광역시 서구 가장로 63 (괴정동) 투썸플레이스,투썸플레이스
충남대점,대전광역시 유성구 대학로 87 (궁동) 투썸플레이스,투썸플레이스
대치선릉점,서울특별시 강남구 테헤란로70길 16 (대치동) 테헤란로70길 16-0  (대치동),투썸플레이스
동양미래대점,서울특별시 구로구 경인로47길 34-1 (고척동) 1층,투썸플레이스
용마산역점,서울특별시 중랑구 면목로 249 (면목동) ,투썸플레이스
디지털미디어시티역점,"서울특별시 마포구 성암로 189 (상암동,중소기업 DMC 타워) 1층",투썸플레이스
동백중앙점,"경기도 용인시 기흥구 동백5로 21-11 (중동,동백 훼미리프라자 1) 2층",투썸플레이스
제주쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 134 (하효동) 2층,투썸플레이스
인천임학점,인천광역시 계양구 장제로 899-1 (임학동) 1층,투썸플레이스
거제아주점,경상남도 거제시 아주1로2길 58 (아주동) 1층,투썸플레이스
명동성당사거리점,서울특별시 중구 마른내로 6 (저동2가) 1층~3층,투썸플레이스
성남태평역점,경기도 성남시 수정구 수정로73번길 6-6 (태평동) 1층,투썸플레이스
인천숭의점,"인천광역시 미추홀구 인주대로 51 (숭의동, 더스테이프라임월드) ",투썸플레이스
홍대예술의거리점,"서울특별시 마포구 와우산로21길 36-3 (서교동,태윤빌딩) 2~4층",투썸플레이스
미사강변SKV1센터점,"경기도 하남시 미사강변한강로 155 (망월동,미사강변SKV1center) 151~154호",투썸플레이스
인천강화점,인천광역시 강화군 강화읍 강화대로 401-1 1층,투썸플레이스
포항초곡점,경상북도 포항시 북구 흥해읍 초곡리 1352,투썸플레이스
양양정암해변점,강원도 양양군 강현면 동해대로 3343 (정암리) 1층,투썸플레이스
아일랜드리솜점,"충청남도 태안군 안면읍 꽃지해안로 204 (중장리,리솜오션캐슬) 1층",투썸플레이스
인천만수3지구점,"인천광역시 남동구 장승남로 44 (만수동,명진프라자) 2층",투썸플레이스
제주애월하귀점,제주특별자치도 제주시 애월읍 일주서로 7209 (하귀1리) 1층,투썸플레이스
제천강저점,충청북도 제천시 청풍호로10길 40 (강제동) 1층,투썸플레이스
김해대로점,경상남도 김해시 김해대로 2447 (삼정동) 투썸플레이스 김해대로점,투썸플레이스
서여의도점,"서울특별시 영등포구 국회대로70길 15-1 (여의도동,극동브이아이피빌딩) 1층",투썸플레이스
인천가정루원시티점,"인천광역시 서구 염곡로 468 (가정동,드림타워) 1층",투썸플레이스
대구상인점,"대구광역시 달서구 월배로 202 (상인동) 1,2층",투썸플레이스
양산통도사점,"경상남도 양산시 하북면 통도사로 45 (순지리) 1,2층",투썸플레이스
원주혁신H타워점,강원도 원주시 혁신로 19 (반곡동) 강원도 원주시 혁신로 19,투썸플레이스
아산배방점,"충청남도 아산시 배방읍 모산로 115-4 (공수리,화인빌딩) 아산시 모산로 115-4",투썸플레이스
대구연경점,대구광역시 북구 연경동 954-3,투썸플레이스
송산그린시티점,경기도 화성시 꽃내음2길 12-2 (새솔동) 프라임타워 1F,투썸플레이스
삼호가든사거리점,"서울특별시 서초구 서초중앙로 238 (반포동,삼호가든쇼핑센타) 가든리체프라자 2층 251호",투썸플레이스
상일동역점,"서울특별시 강동구 고덕로 390 (상일동,고덕아르테온아파트(상가1동)) 202호,203호",투썸플레이스
가양역점,"서울특별시 강서구 양천로 504 (등촌동,명문빌딩) 1층",투썸플레이스
전주진북점,전라북도 전주시 덕진구 전주천동로 342 (진북동) 1층,투썸플레이스
대구동성로스파크점,대구광역시 중구 동성로6길 61 (공평동) 1층,투썸플레이스
영동군청점,"충청북도 영동군 영동읍 동정로 30 (동정리,골든렉시움오피스텔) 1층",투썸플레이스
동해북삼점,"강원도 동해시 청운2길 42 (쇄운동,태화빌딩) 1층",투썸플레이스
송파위례트랜짓몰점,"서울특별시 송파구 위례광장로 170 (장지동,힐스테이트송파위례) 1층",투썸플레이스
강변역점,서울특별시 광진구 구의강변로 53 (구의동) 옥산빌딩1층,투썸플레이스
대구수목원점,대구광역시 달서구 상화로 34 (대곡동) 2층,투썸플레이스
인천산곡점,"인천광역시 부평구 원적로 392 (산곡동,백마타운) 1층",투썸플레이스
광주운천호수공원점,광주광역시 서구 마륵복개로 149,투썸플레이스
야탑역점,"경기도 성남시 분당구 성남대로916번길 5 (야탑동,관보골든쇼핑스포츠빌딩)2층201호",투썸플레이스
천안신불당파크점,"충청남도 천안시 서북구 불당34길 25-2 (불당동) 1, 2층",투썸플레이스
소노벨천안점,"충청남도 천안시 동남구 성남면 종합휴양지로 200 (용원리,대명리조트) .",투썸플레이스
오이도씨하이호텔점,"경기도 시흥시 오이도로135번길 72 (정왕동,오이도서종호텔) 오이도씨하이호텔 2층",투썸플레이스
대림삼거리점,"서울특별시 영등포구 시흥대로 675 (대림동,삼성YJ그랜드빌딩) 1층",투썸플레이스
의정부가능역점,경기도 의정부시 평화로 647,투썸플레이스
독산사거리점,"서울특별시 금천구 시흥대로 422 (독산동,한국금형공업협동조합) 시흥대로 422 1층",투썸플레이스
청주산남중앙점,충청북도 청주시 서원구 산미로 95 (산남동) 투썸플레이스,투썸플레이스
광주용산지구점,광주광역시 동구 화산로 261 (용산동) 202호(용산동),투썸플레이스
청주분평대로점,충청북도 청주시 서원구 1순환로 1142 (분평동) 투썸플레이스,투썸플레이스
청주공항로점,충청북도 청주시 청원구 공항로 237 (사천동) 투썸플레이스,투썸플레이스
행신역점,경기도 고양시 덕양구 충장로 6 (행신동) 102호 201호 202호,투썸플레이스
송파나루역점,"서울특별시 송파구 오금로 154 (송파동,한라빌딩) 1층",투썸플레이스
광흥창역점,"서울특별시 마포구 독막로 145 (창전동,서강쌍용예가) 1F(105-106호),2F(20",투썸플레이스
을지로입구역점,"서울특별시 중구 남대문로 92 (을지로2가,한국전력공사) 1층",투썸플레이스
암사역점,"서울특별시 강동구 올림픽로 778 (암사동) 1,2층",투썸플레이스
북대구IC주유소DT점,대구광역시 북구 동북로 113 (산격동) 1층,투썸플레이스
남양주장현점,경기도 남양주시 진접읍 금강로1573번길 6 (장현리) 1층,투썸플레이스
울산성남점,울산광역시 중구 만남의거리 15,투썸플레이스
수원나혜석거리점,"경기도 수원시 팔달구 인계로166번길 48-15 (인계동,영성빌딩) 1F 투썸플레이스 수원나혜석거리점",투썸플레이스
문정KD70점,"서울특별시 송파구 정의로8길 4 (문정동,KDG70) 1층",투썸플레이스
[휴점]오션월드점,강원도 홍천군 서면 한치골길 262 (팔봉리) 실내존,투썸플레이스
인천검암점,인천광역시 서구 승학로 508,투썸플레이스
천안불당점,충청남도 천안시 서북구 불당4로 111 (불당동) 1층,투썸플레이스
서초역점,"서울특별시 서초구 서초대로 254 (서초동,오퓨런스) 102",투썸플레이스
광교상현역점,경기도 용인시 수지구 광교중앙로 310 (상현동) 1층,투썸플레이스
강남역삼로점,서울특별시 강남구 역삼로 118 (역삼동) 1층,투썸플레이스
고양삼송신원점,경기도 고양시 덕양구 권율대로 896-7 (신원동) 1층,투썸플레이스
광주태전점,"경기도 광주시 태전중앙로 20 (태전동,스카이가든) 지하1층",투썸플레이스
부천범박점,경기도 부천시 괴안동 254-5,투썸플레이스
양평오빈점,경기도 양평군 양평읍 경강로 1663 (오빈리) 2~3층,투썸플레이스
김포홈플러스점,경기도 김포시 중봉로 14 (감정동) 홈플러스 2층,투썸플레이스
구의역점,"서울특별시 광진구 자양로 116 (구의동,웰츠타워) 1층",투썸플레이스
분당효자촌점,"경기도 성남시 분당구 돌마로 482 (서현동,주영빌딩) 1F",투썸플레이스
내방역점,"서울특별시 서초구 서초대로 99 (방배동) 투썸플레이스 1,2층",투썸플레이스
부산법조타운점,"부산광역시 연제구 법원남로15번길 17 (거제동,대원빌딩) 1층 투썸플레이스",투썸플레이스
마산삼계점,경상남도 창원시 마산회원구 내서읍 경남대로 909 (삼계리) 1층,투썸플레이스
신도림아름제일여성병원점,서울특별시 구로구 새말로 94 (구로동) 1층,투썸플레이스
안산호수마을점,"경기도 안산시 단원구 광덕1로 64 (초지동,현대프라자) 202호, 203호",투썸플레이스
인천영종운서점,인천광역시 중구 햇내로28번길 10,투썸플레이스
서산예천점,"충청남도 서산시 예천1로 3-57, 1~2층(예천동)",투썸플레이스
대구이시아점,대구광역시 동구 팔공로51길 11 (봉무동) 1층,투썸플레이스
평택세교점,"경기도 평택시 세교4로 9, 1층(세교동)",투썸플레이스
대구계명대병원점,"대구광역시 달서구 달구벌대로 1019 (호산동) 동행빌딩 203호,303호",투썸플레이스
광주상무메이루즈점,"광주광역시 서구 시청로 27, 1층 129호",투썸플레이스
가산대성디폴리스점,"서울특별시 금천구 서부샛길 606 (가산동,대성디폴리스지식산업센터) 101,104호",투썸플레이스
구리중앙점,경기 구리시 이문안로 62,투썸플레이스
망우점,"서울특별시 중랑구 망우로 403 (망우동,삼부빌딩) 1층 투썸플레이스",투썸플레이스
광주광산구청점,광주광역시 광산구 광산로29번길 16 (송정동) 1층,투썸플레이스
장유율하원메이저점,경상남도 김해시 율하임수길 5,투썸플레이스
여의도롯데캐슬아이비점,"서울특별시 영등포구 국제금융로 86 (여의도동,롯데캐슬 아이비) 1층 투썸플레이스 여의도롯데캐",투썸플레이스
원주문막점,"강원도 원주시 문막읍 원문로 1700-1 코아루아너스 아파트 상가 1,2층",투썸플레이스
순천백강대로점,"전라남도 순천시 백강로 367 (조례동) 1층,2층",투썸플레이스
노량진점,서울특별시 동작구 노량진로 174 (노량진동) 1층,투썸플레이스
송파거여역점,"서울특별시 송파구 오금로 495 (거여동,FIAMA) 서울 송파구 거여동 26-3",투썸플레이스
광주마륵DT점,광주광역시 서구 상무대로 632 (마륵동) 1-2층,투썸플레이스
부평구청역점,"인천광역시 부평구 길주남로 4 (부평동,진흥빌딩) 1층",투썸플레이스
부천신중동역점,"경기도 부천시 길주로 276 (중동,무광오피스텔) 101호,203호",투썸플레이스
신사세로수길점,"서울특별시 강남구 압구정로 112 (신사동,동광빌딩) 1층",투썸플레이스
청주분평점,"충청북도 청주시 서원구 청남로 1996 (분평동,메리퀸) 1층 투썸플레이스",투썸플레이스
용인한숲시티점,"경기도 용인시 처인구 남사면 한숲로 84 (완장리,e편한세상용인한숲시티) 1층 투썸플레이스 용인한숲",투썸플레이스
대구세천점,대구광역시 달성군 다사읍 세천로 109 (세천리) 1~2층,투썸플레이스
동천이스트팰리스점,"경기도 용인시 수지구 손곡로 111 (동천동) 지하1층(동천동, 유진빌딩)",투썸플레이스
고대SK미래관점,"서울특별시 성북구 안암로 145 (안암동5가,고려대학교안암캠퍼스) (인문사회계 계열)",투썸플레이스
파이낸셜뉴스빌딩점,"서울특별시 서초구 강남대로 315 (서초동,클리포드(주)빌딩) (서초동1338-23)",투썸플레이스
동묘앞역점,"서울특별시 종로구 종로 335 (창신동,원풍빌딩) 투썸플레이스 동묘앞역점",투썸플레이스
대구남구청희망로점,대구광역시 남구 희망로 5 (봉덕동) 투썸플레이스 대구남구청희망로,투썸플레이스
익산원광대점,전북 익산시 동서로 5길 91,투썸플레이스
안성공도점,경기도 안성시 공도읍 공도로 25 (용두리) 1층,투썸플레이스
광주오포점,"경기도 광주시 오포읍 오포로 150 (능평리) 1,2층 전부",투썸플레이스
군산나운점,전라북도 군산시 수송로 123,투썸플레이스
경북신도청중앙점,경상북도 안동시 풍천면 검무로 10-19(갈전리),투썸플레이스
다산블루웨일점,경기 남양주시 다산중앙로19번길 21 다산블루웨일1차 (다산동),투썸플레이스
울산무거점,"울산광역시 남구 대학로 128 (무거동,하늘빌딩) 1층",투썸플레이스
약수역점,서울특별시 중구 다산로 113 (신당동) 서울 중구 신당동 361-24,투썸플레이스
목동메가박스점,"서울특별시 양천구 목동동로 309 (목동,행복한세상) 6층 투썸플레이스",투썸플레이스
수원금곡점,경기도 수원시 권선구 매곡로 108 (금곡동) 1층,투썸플레이스
광명신촌사거리점,"경기도 광명시 금하로 529 (소하동) 비엔팰리스 1,2층",투썸플레이스
부산동서대점,부산광역시 사상구 냉정로 113 (주례동) 투썸플레이스 부산동서대점,투썸플레이스
뱅뱅사거리점,"서울특별시 서초구 강남대로 263 (서초동,새움빌딩) 1층 투썸플레이스",투썸플레이스
광교엘포트점,"경기도 수원시 영통구 광교중앙로 145 (이의동,광교엘포트아이파크) 1층",투썸플레이스
소공로북창점,"서울특별시 중구 세종대로14길 15 (북창동,백영북창빌딩) 1층",투썸플레이스
충주호암점,"충청북도 충주시 호암수청2로 15,1층(호암동)",투썸플레이스
안산월피점,"경기도 안산시 상록구 예술광장로 29 (월피동,지혜빌딩) 104호~108호",투썸플레이스
동교동삼거리점,서울특별시 서대문구 신촌로 1 (창천동) 1층,투썸플레이스
인천청라국제도시점,"인천광역시 서구 청라라임로 65 (청라동,라임타워) 1층",투썸플레이스
대구7호광장점,대구광역시 달서구 달구벌대로344길 68 (두류동) 투썸대구7호광장점,투썸플레이스
중구YTN점,"서울특별시 중구 세종대로5길 22 (봉래동1가,오현) 1층",투썸플레이스
영천시청점,경상북도 영천시 충효로 60 (문외동) 투썸플레이스,투썸플레이스
대전관저더샵점,"대전광역시 서구 계백로828번길 65 (관저동) 1층, 투썸플레이스",투썸플레이스
팔당점,경기도 남양주시 와부읍 경강로 768,투썸플레이스
대전노은3지구점,대전광역시 유성구 반석로 51 (반석동) 1층,투썸플레이스
충무로역점,"서울특별시 중구 퇴계로 206 (필동2가,동인빌딩) 동인빌딩",투썸플레이스
하남유니온점,"경기도 하남시 신장동로 128 (신장동,하남유치원) 1층",투썸플레이스
대구남산점,대구광역시 중구 중앙대로 295(남산동) 1층,투썸플레이스
청주오창중부점,"충청북도 청주시 청원구 오창읍 양청송대길 5, 101, 102호(분평동)",투썸플레이스
천안직산점,"충청남도 천안시 서북구 직산읍 봉주로 54 (삼은리,청운부동산) 1층",투썸플레이스
향남로데오점,경기도 화성시 향남읍 상신하길로298번길 7-29 (하길리) 1층,투썸플레이스
진해자은점,경남 창원시 진해구 자은동 143-2,투썸플레이스
수원영통구청점,"경기도 수원시 영통구 매탄로108번길 52 (매탄동,로진프라자) 1층",투썸플레이스
대구계명대점,대구광역시 달서구 계대동문로 11 (신당동) 투썸플레이스 대구계명대,투썸플레이스
천호로데오점,서울특별시 강동구 천호대로157길 19 (천호동) 2F,투썸플레이스
삼전역점,"서울특별시 송파구 삼전로 66 (삼전동,SM76(순명빌딩)) 1, 2층",투썸플레이스
여수웅천해변공원점,전남 여수시 웅천남6로 21(웅천동),투썸플레이스
대구동북로점,대구광역시 동구 동북로 316 (신암동) 1층,투썸플레이스
남대구M갤러리점,대구광역시 달서구 성서공단로 357 (장동) 투썸플레이스 남대구M갤러리점,투썸플레이스
대전전민점,대전광역시 유성구 유성대로1689번길 6 (전민동) 1~2층,투썸플레이스
광교이루리타워점,"경기도 수원시 영통구 도청로89번길 30 (이의동,이루리타워) 1층",투썸플레이스
서산테크노밸리점,"충청남도 서산시 성연면 성연3로 57-7 (일람리,알파빌딩) 1층~2층",투썸플레이스
북삼인평점,"경상북도 칠곡군 북삼읍 북삼로8길 2 (인평리,우신원룸) 1층",투썸플레이스
부산몰운대점,부산광역시 사하구 몰운대2길 45 (다대동) 1층,투썸플레이스
울산삼산현대점,울산광역시 남구 돋질로 259 (삼산동) 투썸플레이스 울산삼산현대,투썸플레이스
강남역중앙점,서울특별시 강남구 테헤란로1길 16 (역삼동) 2층,투썸플레이스
도곡타워팰리스점,"서울특별시 강남구 언주로30길 56 (도곡동,타워팰리스) 1층",투썸플레이스
평택안중점,경기도 평택시 안중읍 안현로서8길 31-4 (현화리) 1층,투썸플레이스
안양예술공원점,경기도 안양시 만안구 예술공원로 131번길 8,투썸플레이스
부산광복점,부산광역시 중구 광복로 49 (창선동1가) 2~3층,투썸플레이스
창원사림현대점,경상남도 창원시 의창구 사림동 161-2,투썸플레이스
울산달동대영점,울산광역시 남구 도산로107번길 6 (달동) 1층,투썸플레이스
양천신목로점,"서울특별시 양천구 신목로 50 (신정동,리더스빌딩) 1층",투썸플레이스
청담역점,"서울특별시 강남구 영동대로 704 (청담동,삼강빌딩) 1층",투썸플레이스
광릉수목원점,경기도 포천시 소흘읍 죽엽산로 691 (직동리) 1층,투썸플레이스
대전반석점,"대전광역시 유성구 반석로 7 (반석동,애니빌프라자) 1층",투썸플레이스
대전문화점,대전광역시 중구 계룡로 911 (문화동),투썸플레이스
명동올리브영점,서울특별시 중구 명동길 53 (명동1가) 2층,투썸플레이스
일산애니골점,"경기도 고양시 일산동구 애니골길 7-5 (풍동) 1층일부 , 2층일부",투썸플레이스
포항두호점,경상북도 포항시 북구 두호로 26 (두호동) 1층,투썸플레이스
낙성대역점,"서울특별시 관악구 남부순환로 1926 (봉천동,경동제약빌딩) 1층 투썸플레이스 낙성대역점",투썸플레이스
남부지방법원점,서울특별시 양천구 신월로 385 (신정동) 투썸플레이스 남부지방법원점,투썸플레이스
거제바람의언덕점,경상남도 거제시 남부면 도장포1길 62 (갈곶리) 2층 투썸플레이스,투썸플레이스
인천영종하늘중앙로점,"인천광역시 중구 하늘중앙로225번길 3 (중산동,영종M타워) 1층",투썸플레이스
대구TBC점,대구광역시 수성구 동대구로 36 (지산동) 1층,투썸플레이스
청주예술의전당DT점,충청북도 청주시 흥덕구 직지대로 680,투썸플레이스
대전과학기술대점,"대전광역시 서구 복수서로 10 (복수동,계룡아파트) 275-31 1,2층 투썸플레이스",투썸플레이스
가산하이엔드클래식점,서울특별시 금천구 벚꽃로24길 26 (가산동) 1층,투썸플레이스
부산광안비치점,부산 수영구 광안해변로 165,투썸플레이스
대전가수원CGV점,대전 서구 가수원동 1042,투썸플레이스
대구수성점,대구광역시 수성구 달구벌대로 2333(수성동4가),투썸플레이스
인천동춘점,"인천광역시 연수구 앵고개로264번길 30-5 (동춘동,청한빌딩) 1층",투썸플레이스
동두천지행역점,경기도 동두천시 지행로 53 (지행동) 1-2층,투썸플레이스
보문역점,서울특별시 성북구 보문로 125 (보문동2가) 1층,투썸플레이스
강남신사점,"서울특별시 강남구 강남대로152길 22 (신사동) 1,2층 투썸플레이스 강남신사점",투썸플레이스
상계점,서울시 노원구 한글비석로 412,투썸플레이스
부천옥길점,"경기도 부천시 옥길로 110-11, 1층 104,105,106,107호(옥길동)",투썸플레이스
대전용전DT점,대전광역시 동구 한밭대로 1246,투썸플레이스
광명하안점,"경기도 광명시 하안로287번길 21 (하안동,진명빌딩) 35-2",투썸플레이스
증평블랙스톤벨포레리조트점,충북 증평군 벼루재길 512-15,투썸플레이스
대전가오점,대전광역시 동구 은어송로77번길 7 (가오동) 투썸플레이스 가오점,투썸플레이스
킨텍스꿈에그린점,경기도 고양시 일산서구 킨텍스로 240 (대화동) 1층,투썸플레이스
구로디지털역깔깔거리점,서울특별시 구로구 디지털로32길 97-39 (구로동) 2층,투썸플레이스
인천갈산역점,인천광역시 부평구 평천로 286 (갈산동) ,투썸플레이스
대전자운대점,대전광역시 유성구 신성로 119 (신성동) 투썸플레이스,투썸플레이스
울산삼산본동점,울산광역시 남구 남중로 100 (삼산동) 1층,투썸플레이스
운정역점,경기도 파주시 경의로 1250 (와동동) 엠버418 111호~114호,투썸플레이스
순천오천점,전라남도 순천시 오천7길 26 (오천동) 1층,투썸플레이스
울산정자점,울산광역시 북구 동해안로 1540 (정자동) 투썸플레이스,투썸플레이스
정읍상동점,"전라북도 정읍시 신경2길 22-9 (상동,제일꽃 시장) 1층",투썸플레이스
세종어진점,"세종특별자치시  한누리대로 492 (어진동,청암빌딩) 1층",투썸플레이스
염창역점,"서울특별시 양천구 공항대로 630 (목동,어바니엘) 101호",투썸플레이스
청주지웰시티점,충청북도 청주시 흥덕구 대농로 70 (복대동) 1층 투썸플레이스,투썸플레이스
포천송우점,경기도 포천시 소흘읍 송우리 204 2층,투썸플레이스
구미확장단지점,경상북도 구미시 산동면 신당리1462,투썸플레이스
순천금당점,"전라남도 순천시 대석길 35 (연향동,순천시산림조합) 1층",투썸플레이스
대전관저느리울점,대전광역시 서구 구봉로147번길 68-12 (관저동) 1층 투썸플레이스,투썸플레이스
방학역점,서울 도봉구 도봉로 696,투썸플레이스
황학신당역점,서울특별시 중구 퇴계로 447 (황학동),투썸플레이스
인천문학점,인천광역시 미추홀구 매소홀로 590 (문학동) ,투썸플레이스
청라호수공원점,"인천광역시 서구 청라루비로 93 (청라동, 루비타워) ",투썸플레이스
답십리점,서울특별시 동대문구 고미술로 81 (답십리동),투썸플레이스
오산시티자이점,경기도 오산시 부산중앙로 25-6 (부산동) 1층,투썸플레이스
오산궐동점,경기 오산시 대호로 93,투썸플레이스
인천도화점,인천 미추홀구 숙골로87번길 28-1,투썸플레이스
평택용죽점,경기도 평택시 용죽3로 18 (용이동) 1층,투썸플레이스
제주영어도시점,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370 (보성리) 1층,투썸플레이스
일산주엽점,"경기도 고양시 일산서구 중앙로 1413 (주엽동,동영빌딩) 101 , 201",투썸플레이스
도농사거리점,경기도 남양주시 경춘로 365 (다산동) 1층,투썸플레이스
여수루지파크점,"전라남도 여수시 소라면 안심산길 155 (죽림리) N동,6층",투썸플레이스
신촌대로점,서울특별시 마포구 신촌로 74 (노고산동) 1층,투썸플레이스
시흥물왕점,"경기도 시흥시 산현마을길 50 (산현동,목감레이크타워) 101,102,201,202,20",투썸플레이스
세종고운힐데스하임점,세종시 고운동 1810,투썸플레이스
상수역점,서울특별시 마포구 독막로 86 (상수동) 1층,투썸플레이스
안성한경대점,경기도 안성시 중앙로 274 (석정동) 투썸플레이스 안성한경대점,투썸플레이스
평택팽성점,경기도 평택시 팽성읍 팽성송화로 153 (송화리) 1층,투썸플레이스
가산디지털점,"서울특별시 금천구 가산디지털1로 186 (가산동,제이플라츠) 1층 106, 106-1호",투썸플레이스
강남세곡점,"서울특별시 강남구 헌릉로569길 21-30 (세곡동,드림하이오피스텔) 1층",투썸플레이스
평택청북점,"경기도 평택시 청북읍 청북남로 260, 109,209호(한샘쇼핑센터)",투썸플레이스
부산송정힐스점,부산광역시 해운대구 송정광어골로 83 (송정동) 2층,투썸플레이스
진해해양공원점,경남 창원시 진해구 명동로 62,투썸플레이스
남대전IC점,대전광역시 동구 산내로 1217-8 (구도동) 1층,투썸플레이스
군산시청점,전라북도 군산시 조촌4길 3,투썸플레이스
을지트윈타워점,서울특별시 중구 을지로 170 (을지로4가) 을지트윈타워,투썸플레이스
순천풍덕점,"전라남도 순천시 하풍동길 1-1(풍덕동,호텔라움) 1층",투썸플레이스
파주동패점,경기 파주시 동패동 36-11,투썸플레이스
마산해운동점,경상남도 창원시 마산합포구 월영동4길 10,투썸플레이스
영천동부점,"경상북도 영천시 호국로 126 (망정동) 1,2층",투썸플레이스
아산모종점,충남 아산시 모종남로42번길 37,투썸플레이스
화성와우리점,경기도 화성시 봉담읍 와우로 24 (와우리) 1동 1층 123호(도원프라자),투썸플레이스
고양행신점,"경기도 고양시 덕양구 충장로 134 (행신동,아이프라자) 1층",투썸플레이스
용인기흥구청점,"경기도 용인시 기흥구 구갈로60번길 5-1 (구갈동,다빈치 프라자) 1F,2F 투썸플레이스",투썸플레이스
이대역점,서울 서대문구 이화여대길 7,투썸플레이스
광주첨단호수공원점,광주광역시 광산구 첨단중앙로182번길 22 (쌍암동) 투썸플레이스 광주첨단호수공원점,투썸플레이스
화성동탄나루점,경기도 화성시 동탄솔빛로 68,투썸플레이스
순천법원점,"전라남도 순천시 왕지로 30 (왕지동,거형빌딩) 1층",투썸플레이스
전주평화점,"전라북도 전주시 완산구 맏내3길 4 (평화동1가,자바데이브) 투썸플레이스 전주평화점",투썸플레이스
석수역점,"서울특별시 금천구 시흥대로8 1층101호, 2층201호(시흥동,아르스파크)",투썸플레이스
제주노형오거리점,제주특별자치도 제주시 1100로 3339 (노형동) 1층,투썸플레이스
포항대도점,경상북도 포항시 남구 포스코대로 380 (대도동) 1층,투썸플레이스
미아사거리역점,서울시 강북구 도봉로8길 5,투썸플레이스
광주첨단2지구점,광주광역시 북구 첨단연신로91번길 10 (신용동) 투썸플레이스 광주첨단2지구점,투썸플레이스
강남KI타워점,서울특별시 서초구 강남대로69길 8 (서초동) KI타워,투썸플레이스
대구대실역점,대구광역시 달성군 다사읍 달구벌대로 1층,투썸플레이스
강남역KR타워점,"서울특별시 강남구 강남대로84길 13 (역삼동) KR타워 1, 2층",투썸플레이스
마산저도점,경남 창원시 마산합포구 구산면 큰개길 13,투썸플레이스
이천하이닉스점,"경기도 이천시 부발읍 경충대로 2091 (아미리,에스케이하이닉스) MF동 1층",투썸플레이스
아산이순신대로점,충남 아산시 탕정면 매곡로 39-23,투썸플레이스
천안터미널점,"충청남도 천안시 동남구 만남로 43 (신부동,신세계백화점충청점,천안종합버스터미널) B동 지하1",투썸플레이스
충정로센트럴플레이스점,"서울특별시 중구 서소문로 50 (중림동,CENTRAL PLACE) 1층",투썸플레이스
부산하단점,부산광역시 사하구 낙동대로 464 (당리동) 1층,투썸플레이스
