매장명,지역,브랜드명
구로구청사거리점,서울 구로구 가마산로 250,투썸플레이스
안산성포점,경기 안산시 상록구 성포로 30,투썸플레이스
광주풍암점,광주 서구 풍암순환로 113,투썸플레이스
양산물금점,경남 양산시 물금읍 범어로 75,투썸플레이스
아산테크노밸리점,충남 아산시 둔포면 아산밸리중앙로 80-13,투썸플레이스
동탄신리점,경기 화성시 동탄대로14길 5-67,투썸플레이스
신림로점,서울 관악구 신림로 328,투썸플레이스
파주교하점,경기 파주시 청석로 264,투썸플레이스
합정역점,서울 마포구 독막로 5,투썸플레이스
대구이곡점,대구 달서구 성서로 375,투썸플레이스
광주금호점,광주 서구 금화로 67,투썸플레이스
행담도휴게소(상)점,충남 당진시 신평면 서해안고속도로 275,투썸플레이스
강서송정역점,서울 강서구 공항대로 30,투썸플레이스
중랑역점,"서울 중랑구 망우로 202, 2층",투썸플레이스
신내홈플러스점,서울 중랑구 신내로 201,투썸플레이스
천안쌍용점,충남 천안시 서북구 서부대로 396,투썸플레이스
해운대장산역점,부산 해운대구 양운로 56,투썸플레이스
시흥사거리점,서울 금천구 시흥대로 228,투썸플레이스
서면지오플레이스점,"부산 부산진구 동천로 4 1015-1호 ,1016,1017호",투썸플레이스
제주루마인점,제주 제주시 구좌읍 해맞이해안로 2498,투썸플레이스
신세계DF명동점,서울 중구 퇴계로 77 11층,투썸플레이스
의정부태흥CGV스윗바점,"경기 의정부시 시민로 80, 15층(의정부동)",투썸플레이스
청주성화점,충북 청주시 서원구 서부로 1346,투썸플레이스
울산간절곶점,울산 울주군 서생면 간절곶 1길 30-18,투썸플레이스
잠실롯데점,서울 송파구 올림픽로 240,투썸플레이스
제주한라대점,제주 제주시 한라대학로 17,투썸플레이스
청주율량좋은점,충북 청주시 청원구 1순환로 130,투썸플레이스
천진해수욕장점,강원 고성군 토성로 126,투썸플레이스
묵동자이점,서울 중랑구 동일로 932,투썸플레이스
양산증산점,경남 양산시 물금읍 야리로 112,투썸플레이스
목포북항점,전남 목포시 원산중앙로 7,투썸플레이스
부천역로데오점,경기 부천시 부일로 454,투썸플레이스
제천점,충북 제천시 의림대로 의림대로 254,투썸플레이스
건대스타시티점,서울 광진구 능동로 90,투썸플레이스
왕십리역점,서울 성동구 왕십리광장로 17,투썸플레이스
동래CGV점,"부산 동래구 중앙대로 1523, 6층",투썸플레이스
창원귀산점,경남 창원시 성산구 삼귀로 167,투썸플레이스
군포당동점,경기 군포시 용호2로 63-8,투썸플레이스
광주도산점,광주광역시 광산구 송도로 160 (도산동) 1층,투썸플레이스
강원홍천점,강원 홍천군 홍천읍 신장대로 62,투썸플레이스
동탄CGV스윗바점,경기 화성시 동탄중앙로 220,투썸플레이스
울산전하점,울산광역시 동구 방어진순환도로 783,투썸플레이스
대전테크노밸리점,대전 유성구 관평2로 20 (관평동),투썸플레이스
광주첨단쌍암점,광주 광산구 임방울대로826번길 25,투썸플레이스
대구운암지점,대구 북구 구암로 232,투썸플레이스
의정부민락중앙점,경기 의정부시 오목로205번길 21,투썸플레이스
광양생태공원점,"전라남도 광양시 마장1길 4 (중동,태완노블리안) 1,2층",투썸플레이스
신방화역점,"서울 강서구 방화대로 294, 마곡더블유타워",투썸플레이스
종로5가역점,서울 종로구 종로 201-1,투썸플레이스
대전괴정점,대전 서구 도솔로388번길 8,투썸플레이스
파주시청사거리점,경기 파주시 중앙로 256,투썸플레이스
사가정역점,서울 중랑구 면목로 301,투썸플레이스
천안통정점,충남 천안시 동남구 신방통정로 44,투썸플레이스
시흥대야점,경기 시흥시 비둘기공원7길 54,투썸플레이스
광주용봉점,"광주광역시 북구 설죽로 195 (용봉동) 1,2층",투썸플레이스
원주혁신도시점,강원 원주시 양지로 68,투썸플레이스
구미상모사곡점,경북 구미시 상사서로 164 (사곡동),투썸플레이스
개봉역점,"서울 구로구 남부순환로97길 20-1, 1,2층",투썸플레이스
김제터미널점,전라북도 김제시 동서로 256 (요촌동) 1층 투썸플레이스 김제터미널점,투썸플레이스
부산대연혁신점,부산 남구 수영로325번길 26,투썸플레이스
길병원암센터점,인천 남동구 남동대로 783,투썸플레이스
성신여대점,서울 성북구 동소문로20다길 17(2층),투썸플레이스
광명사거리역점,경기 광명시 광명로 896,투썸플레이스
대전탄방역점,대전 서구 문정로40번길 10,투썸플레이스
포항공대점,경북 포항시 남구 지곡로 64,투썸플레이스
강남대륭타워점,서울 강남구 강남대로 362,투썸플레이스
일산웨스턴돔점,경기도 고양시 일산동구 정발산로 24 1층,투썸플레이스
평촌한림대병원점,"경기 안양시 동안구 관평로 170번길 11, 1층",투썸플레이스
화성동탄점,경기 화성시 동탄지성로 2,투썸플레이스
연신내점,서울 은평구 연서로 223,투썸플레이스
홍성CGV점,충남 홍성읍 홍성읍 조양로 247번길 9,투썸플레이스
베니키아호텔포항점,경북 포항시 남구 중앙로 128,투썸플레이스
대구김광석거리점,대구 중구 동덕로14길 58-6 (대봉동),투썸플레이스
광주전남대점,"광주광역시 북구 호동로 25 (중흥동) 1,2,3층",투썸플레이스
여수해양공원점,전남 여수시 이순신광장로 175(종화동),투썸플레이스
평촌역점,경기 안양시 동안구 시민대로 312,투썸플레이스
신설IBC호텔점,서울 종로구 난계로 241,투썸플레이스
시흥배곧점,"경기도 시흥시 배곧3로 80 (정왕동,센터프라자) 101호,201호,202호",투썸플레이스
부산남산점,부산광역시 금정구 금샘로 399-1 (구서동) ,투썸플레이스
진천터미널점,충북 진천군 진천읍 중앙북1길 3,투썸플레이스
부산문현점,부산광역시 남구 영로69번가길 40-16 전포대로26 (문현동),투썸플레이스
파주봉일천점,경기 파주시 조리읍 통일로 348,투썸플레이스
양산석산점,경남 양산시 금오2길 65-1,투썸플레이스
금강농협죽왕점,강원 고성군 죽왕면 동해대로 5889,투썸플레이스
대전둔산중앙점,대전 서구 대덕대로185번길 37,투썸플레이스
인천구월중앙점,인천 남동구 성말로 10(구월동),투썸플레이스
치동천중리점,경기 화성시 동탄치동천로2길 3-15(영천동),투썸플레이스
범계점,경기 안양시 동안구 평촌대로 221,투썸플레이스
서울대입구역점,서울 관악구 관악로 157,투썸플레이스
문래하이테크시티점,서울 영등포구 경인로 775 에이스하이테크시티 2동 104호,투썸플레이스
대구만촌점,대구 수성구 달구벌대로 2626,투썸플레이스
부산문현금융단지점,부산광역시 부산진구 중앙번영로 29-0  (범천동),투썸플레이스
대구시청점,대구 중구 국채보상로 655,투썸플레이스
서면일번가점,부산 부산진구 중앙대로691번길 32,투썸플레이스
세종조치원점,세종 조치원읍 행복5길 23,투썸플레이스
부산만덕점,부산 북구 덕천로 300,투썸플레이스
계원예술대점,경기 의왕시 계원대학로 47,투썸플레이스
대구노비아갈라점,대구 동구 동촌로 87,투썸플레이스
양재역점,서울 서초구 강남대로 213 엘타워 1층,투썸플레이스
김포양촌점,경기 김포시 양촌읍 양곡2로 5-7,투썸플레이스
수원블라썸파크점,경기 수원시 영통구 광교로42번길 55,투썸플레이스
전주인후점,전북 전주시 덕진구 가재미로 100,투썸플레이스
아리랑힐호텔점,"서울 성북구 아리랑로 8, 1층(동선동4가)",투썸플레이스
테헤란선릉역점,서울 강남구 선릉로 89길 16,투썸플레이스
수원역CGV스윗바점,경기 수원시 팔달구 덕영대로 924 수원역사1층,투썸플레이스
대구동성로광장점,대구 중구 동성로1길 16,투썸플레이스
안양교보생명점,경기 안양시 만안구 안양로 331,투썸플레이스
송파가든파이브점,서울 송파구 충민로 52 가든파이브 WORKS동1층,투썸플레이스
논산시청점,충남 논산시 시민로 210번길 5 (내동),투썸플레이스
경주동국대점,경북 경주시 동대로 32-1,투썸플레이스
구미들성공원점,경북 구미시 고아읍 들성로 179,투썸플레이스
익산부송점,전북 익산시 부송로 103,투썸플레이스
오산갈곶점,경기 오산시 오산로 63,투썸플레이스
현대판교CGV스윗바점,경기 성남시 분당구 판교역로146번길 20(현대백화점 5층),투썸플레이스
해운대부민병원점,부산 해운대구 해운대로 584,투썸플레이스
안산중앙역점,경기 안산시 단원구 고잔1길 54,투썸플레이스
디큐브거제점,경남 거제시 장평로 12 거제디큐브백화점 6층,투썸플레이스
인천구월역점,인천 남동구 구월로 221,투썸플레이스
대구월성점,대구 달서구 상원로 187,투썸플레이스
대구죽곡공원점,대구 달성군 다사읍 대실역남로2길 20-1,투썸플레이스
천호CGV스윗바점,서울 강동구 양재대로1571 홈플러스4층,투썸플레이스
용산아이파크몰점,서울 용산구 한강대로21나길 7 아이파크몰,투썸플레이스
순천조례점,"전라남도 순천시 남신월길 2 (조례동) 1,2층",투썸플레이스
대구팔공산점,대구 동구 팔공산로 185길 72(용수동),투썸플레이스
부평역점,인천 부평구 광장로 16 부평민자역사 2층,투썸플레이스
청주강서점,충청북도 청주시 흥덕구 강서로 118 (강서동),투썸플레이스
판교백현점,경기도 성남시 분당구 동판교로 58-0 투썸플레이스(백현동),투썸플레이스
가천대길병원점,인천 남동구 남동대로774번길 21,투썸플레이스
울산삼산CGV스윗바점,울산 남구 삼산중로 74번길 22 601호,투썸플레이스
중계CGV스윗바점,서울 노원구 동일로 204 가길 12 8층,투썸플레이스
송파CGV스윗바점,"서울 송파구 충민로 66 (문정동, 가든파이브 라이프)",투썸플레이스
강변CGV스윗바점,"서울 광진구 광나루로56길 85 10층CGV내(구의동,테크노마트)",투썸플레이스
인천CGV스윗바점,인천 남동구 예술로 198 4층 CGV내,투썸플레이스
의정부CGV스윗바점,경기 의정부시 평화로 525-0CGV내,투썸플레이스
여의도CGV스윗바점,서울 영등포구 국제금융로 10,투썸플레이스
강남CGV스윗바점,서울 강남구 강남대로 438 스타플렉스 11층,투썸플레이스
청담CGV스윗바점,서울 강남구 도산대로 323,투썸플레이스
천안펜타포트CGV스윗바점,충남 천안시 서북구 공원로 196 펜타포트 주상복합 5층,투썸플레이스
대구한일CGV스윗바점,대구 중구 동성로 39 CGV대구 한일 7층,투썸플레이스
계양CGV스윗바점,인천 계양구 장제로 738 8~11층,투썸플레이스
동수원CGV스윗바점,"경기도 수원시 팔달구 권광로 181,12번지 7~10층",투썸플레이스
야탑CGV스윗바점,경기 성남시 분당구 성남대로 925번길 16 지하 2층,투썸플레이스
명동CGV스윗바점,서울 중구 명동길 14 CGV,투썸플레이스
하계CGV스윗바점,서울 노원구 섬발로 258 건영백화점,투썸플레이스
청주지웰시티CGV스윗바점,충북 청주시 홍덕구 대농로 17-0,투썸플레이스
대학로CGV스윗바점,서울 종로구 대명길 28 5층,투썸플레이스
홍대CGV스윗바점,서울 마포구 양화로 153-0,투썸플레이스
명동역씨네라이브러리CGV스윗바점,서울 중구 퇴계로 123 하이헤리엇 10층,투썸플레이스
일산CGV스윗바점,경기 고양시 정발산로 24,투썸플레이스
전주효자CGV스윗바점,전북 전주시 완산구 용머리로 34-0,투썸플레이스
포항보경사점,경북 포항시 북구 보경로 456,투썸플레이스
용인서천점,"경기 용인시 기흥구 서천로 172번길 42,101호(농서동,써밋테라스)",투썸플레이스
동해어달해변점,강원 동해시 일출로 297,투썸플레이스
제주곽지과물해변점,제주도 제주시 애월읍 곽지3길 26,투썸플레이스
고양원흥점,경기 고양시 덕양구 도래울로 103,투썸플레이스
대구동촌유원지점,대구 동구 효동로6길 46,투썸플레이스
일산대화역점,"경기도 고양시 일산서구 중앙로1567,대화프라자1,2층(대화동)",투썸플레이스
서울시청점,서울 중구 무교로 6,투썸플레이스
구리수택점,경기 구리시 검배로 29,투썸플레이스
경북안동점,경북 안동시 문화광장길 38,투썸플레이스
대구영남대병원점,대구 남구 현충로 170 영남대병원 1층,투썸플레이스
대구신암점,"대구 동구 아양로 39, 우진빌딩 1층",투썸플레이스
일산화정점,"경기도 고양시 덕양구 화중로72,1,2층(화정동)",투썸플레이스
포항오천점,경북 포항시 남구 원동로 34,투썸플레이스
개화산역점,"서울 강서구 양천로 28(방화동동, 벽산에어트리움)",투썸플레이스
까치산역점,서울 강서구 강서로 43 도양라비앙타워,투썸플레이스
대구삼덕점,대구 중구 달구벌대로 443길 50,투썸플레이스
신림역점,"서울 관악구 신림로 350, 1층",투썸플레이스
역삼역점,서울 강남구 테헤란로27길 16,투썸플레이스
부산범일점,부산 동구 범일로 102,투썸플레이스
경남사천점,경남 사천시 사천읍 진삼로 1492,투썸플레이스
선릉ING점,서울 강남구 테헤란로 318 ING 오렌지타워 1층,투썸플레이스
마포구청점,서울특별시 마포구 월드컵로36길 14-0,투썸플레이스
동탄한림대병원점,경기 화성시 삼성1로 144-9,투썸플레이스
[휴점]대구한의대점,"경북 경산시 한의대로 1 , 한의학관 1층",투썸플레이스
부산정관점,부산 기장군 정관면 정관8로 14,투썸플레이스
안양1번가점,경기 안양시 만안구 만안로 207,투썸플레이스
구리역점,경기 구리시 건원대로 34번길 15,투썸플레이스
잠실3단지점,서울 송파구 석촌호수로 100,투썸플레이스
강동성심병원점,서울 강동구 성안로 150,투썸플레이스
안양만안구청점,경기 안양시 만안구 문예로 53-0 (안양동),투썸플레이스
익산영등제일점,전북 익산시 무왕로7길 1,투썸플레이스
포스코사거리점,서울 강남구 테헤란로 508 해성2빌딩 1층,투썸플레이스
전북고창점,"전라북도 고창군 고창읍 천변북로 113 (교촌리,투썸플레이스고창점) 1,2층",투썸플레이스
대구범어점,대구 수성구 명덕로 476 (범어동),투썸플레이스
대전선샤인호텔점,대전광역시 동구 동서대로 1700-0 투썸플레이스 (가양동),투썸플레이스
대구화원점,대구 달성군 화원읍 비슬로 2529,투썸플레이스
노원공릉점,서울 노원구 동일로192길 52-0,투썸플레이스
강릉입암점,강원 강릉시 월대산로 81,투썸플레이스
동서울터미널점,서울 광진구 강변역로 50,투썸플레이스
건대입구점,"서울 광진구 능동로13길 5 (화양동, 1,2층)",투썸플레이스
경북상주점,경북 상주시 삼백로 88-0,투썸플레이스
부산크라운하버호텔점,부산 중구 중앙대로 114-0,투썸플레이스
의정부민락점,경기 의정부시 용현로 163,투썸플레이스
경남거창점,경남 거창군 거열로4길 35-0,투썸플레이스
청주산업단지점,충북 청주시 흥덕구 대신로 132,투썸플레이스
제주오라점,제주 제주시 연삼로 259-0,투썸플레이스
대구혁신도시점,대구 동구 첨단로8길 1,투썸플레이스
김포전원마을점,경기 김포시 김포한강11로 139-35,투썸플레이스
분당미금점,경기 성남시 분당구 돌마로 46,투썸플레이스
신탄진IC점,대전 대덕구 덕암로 178,투썸플레이스
홍대입구역점,서울특별시 마포구 월드컵북로2길 57-0  (동교동),투썸플레이스
수원역로데오점,경기 수원시 팔달구 매산로 37,투썸플레이스
춘천구봉산점,강원도 춘천시 동면 순환대로 1154-105,투썸플레이스
청주봉명점,충북 청주시 흥덕구 덕암로114번길 69,투썸플레이스
대구경북대점,대구광역시 북구 대학로 65-0  (산격동),투썸플레이스
부산덕천점,부산광역시 북구 금곡대로 15-0  (덕천동),투썸플레이스
광주조선대점,광주광역시 동구 필문대로273번길 1-0  (동명동),투썸플레이스
삼척해수욕장점,강원도 삼척시 테마타운길 33-0  (갈천동),투썸플레이스
광주상무번영로점,광주 서구 상무번영로 57 (치평동),투썸플레이스
대구태전점,대구광역시 북구 칠곡중앙대로 393-0  (태전동),투썸플레이스
강남자곡점,"서울특별시 강남구 자곡로 201-0  (자곡동, 강남더샵라르고)",투썸플레이스
행담도휴게소(하)점,충남 당진시 신평면 서해안고속도로 275,투썸플레이스
춘천명동점,강원도 춘천시 금강로 58-0  (조양동),투썸플레이스
별내신도시점,경기 남양주시 별내5로 54  (별내동),투썸플레이스
속초교동점,강원도 속초시 청대로 343-0  (교동),투썸플레이스
부천송내역북부점,경기 부천시 원미구 부일로 202  2층 (상동),투썸플레이스
하남신장점,경기 하남시 신장로 136,투썸플레이스
가재울뉴타운점,서울특별시 서대문구 수색로 100  (북가좌동),투썸플레이스
춘천동면점,강원 춘천시 동면 춘천순환로 734,투썸플레이스
인천옥련점,인천 연수구 독배로40번길 5,투썸플레이스
송도해수욕장점,부산광역시 서구 송도해변로 117-1  (암남동),투썸플레이스
전남도청점,"전라남도 무안군 삼향읍 남악3로 71 (남악리,더트리폴리앙아파트) 1층",투썸플레이스
길음역점,서울특별시 성북구 길음로 6-0 1층 (길음동),투썸플레이스
장유율하점,경상남도 김해시 율하2로11번길 4-3  (관동동),투썸플레이스
오산시청점,경기 오산시 성호대로 122-0  (원동),투썸플레이스
군산은파점,전라북도 군산시 공단대로 461-0  (나운동),투썸플레이스
광주빛고을여성병원점,"광주광역시 북구 하서로 395 (양산동,빛고을 여성병원) 1층 투썸플레이스 빛고을여성병",투썸플레이스
현대지식산업센터점,서울 금천구 두산로 70  (독산동),투썸플레이스
울산시청점,울산광역시 남구 중앙로 163-0  (신정동),투썸플레이스
시흥거모점,"경기도 시흥시 군자로 520-0  (거모동, 동운디오빌아파트)",투썸플레이스
거제수월점,경상남도 거제시 수양로 486-0  (양정동),투썸플레이스
대구스타디움몰점,"대구광역시 수성구 유니버시아드로 180-0 대구종합경기장, 투썸플레이스 (대흥동)",투썸플레이스
대전산성점,대전광역시 중구 대둔산로 409-0  (산성동),투썸플레이스
부산대저점,부산광역시 강서구 공항로811번가길 27-1 투썸플레이스 (대저2동),투썸플레이스
여수웅천점,"전라남도 여수시 예울마루로 35-14 (웅천동) 1,2층",투썸플레이스
김포사우점,경기도 김포시 돌문로 50-12 투썸플레이스 (사우동),투썸플레이스
인천신현점,인천광역시 서구 가정로 370-0 투썸플레이스 (가정동),투썸플레이스
거제대명점,경상남도 거제시 일운면 소동6길 15,투썸플레이스
아주대점,경기도 수원시 영통구 월드컵로 199-0 투썸플레이스 (원천동),투썸플레이스
김포고촌점,경기도 김포시 장차로 1-0 3 투썸플레이스,투썸플레이스
경북영주점,경상북도 영주시 대학로 8-0 투썸플레이스 (휴천동),투썸플레이스
인천인하대후문점,인천 미추홀구 인하로 75-0 2층 3층 (용현동),투썸플레이스
창동이마트점,서울특별시 도봉구 노해로65길 14-3  (창동),투썸플레이스
인천시청점,인천광역시 남동구 미래로 14-0 일류빌딩 101호 (구월동),투썸플레이스
부천중동현대점,경기도 부천시 원미구 석천로177번길 31-0  (중동),투썸플레이스
대구반야월역점,대구광역시 동구 안심로 267-0  (동호동),투썸플레이스
인천주안점,인천 미추홀구 미추홀대로 734번길 24-0  (주안동),투썸플레이스
양평터미널점,경기도 양평군 시민로 82-0,투썸플레이스
광주월곡점,광주광역시 광산구 사암로 331 (월곡동) 1층 투썸플레이스 광주월곡점,투썸플레이스
부산프리미엄아울렛점,부산광역시 기장군 정관로 1133-0 신세계사이먼프리미엄아울렛 부산점,투썸플레이스
영등포구청역점,서울특별시 영등포구 당산로 118 (당산동3가),투썸플레이스
부산개금점,부산광역시 부산진구 가야대로 489 (개금동),투썸플레이스
울산구영점,울산광역시 울주군 범서읍 점촌1길 18-13,투썸플레이스
송도국제도시점,인천광역시 연수구 컨벤시아대로 69 밀레니엄 1층 (송도동),투썸플레이스
롯데월드점,서울특별시 송파구 올림픽로 240 롯데월드어드벤처동 AD2호 (잠실동),투썸플레이스
대전우송대점,"대전광역시 동구 동대전로154번길 54 서캠퍼스 (자양동, 우송대학교)",투썸플레이스
일산탄현점,"경기도 고양시 일산서구 일현로 97-11 B135호 (탄현동, 일산 위브더제니스)",투썸플레이스
부평CGV점,인천 부평구 마장로 489,투썸플레이스
창동역점,서울특별시 도봉구 노해로 381 1층 (창동),투썸플레이스
대전한밭대점,대전광역시 유성구 학하서로121번길 81 (덕명동),투썸플레이스
전주전북대점,"전라북도 전주시 덕진구 권삼득로 307 (금암동) 1,2층 투썸플레이스 전주전북대점",투썸플레이스
수원망포역점,경기도 수원시 영통구 덕영대로 1545 1층 (영통동),투썸플레이스
선유도역점,서울특별시 영등포구 양평로22길 10 1층 (양평동4가),투썸플레이스
의정부회룡역점,경기도 의정부시 외미로 100 (호원동),투썸플레이스
용산청파삼거리점,서울특별시 용산구 청파로 312 (청파동1가),투썸플레이스
김해삼계점,경상남도 김해시 삼계중앙로 45 (삼계동),투썸플레이스
충북대중문점,충청북도 청주시 흥덕구 내수동로 112 1-4층 (사창동),투썸플레이스
광화문점,서울특별시 종로구 새문안로 85 (신문로1가),투썸플레이스
신도림디큐브시티점,"서울특별시 구로구 경인로 662 (신도림동,디큐브시티) 2층",투썸플레이스
대전만년점,대전광역시 서구 만년로 70 1층 (만년동),투썸플레이스
대구앞산점,"대구광역시 남구 현충로 24,1,2층(대명동)",투썸플레이스
고려대법학관점,"서울 성북구 안암로 145 법학관 (안암동5가, 고려대학교)",투썸플레이스
여수이마트점,"전라남도 여수시 좌수영로 277 (오림동,이마트) 1층",투썸플레이스
포항양덕점,경상북도 포항시 북구 장량로 155 (양덕동),투썸플레이스
해운대달맞이2호점,부산광역시 해운대구 달맞이길117번가길 174-0  (중동),투썸플레이스
광주메가박스첨단점,"광주광역시 광산구 앰코로 35 (쌍암동,폭스존) 4층 메가박스",투썸플레이스
강릉중앙점,강원도 강릉시 금성로56번길 13 (금학동),투썸플레이스
명동역점,서울 중구 퇴계로18길 13 (남산동2가),투썸플레이스
인덕원역점,"경기도 안양시 동안구 관악대로472,1층2층(관양동)",투썸플레이스
제주연동점,제주특별자치도 제주시 신광로 79 (연동),투썸플레이스
동인천역점,인천 중구 우현로87번길 2 2층 (인현동),투썸플레이스
천안신방점,충청남도 천안시 동남구 수곡2길 15 (신방동),투썸플레이스
청주성안점,충청북도 청주시 상당구 성안로 8 (북문로1가),투썸플레이스
이수역점,서울특별시 동작구 동작대로27길 28 (사당동) 2층~3층,투썸플레이스
방배역점,서울특별시 서초구 방배로 97 (방배동),투썸플레이스
종로구청점,"서울특별시 종로구 종로5길 58 광해관리공단 (수송동, 석탄회관빌딩)",투썸플레이스
노원문화의거리점,서울특별시 노원구 상계로 69 (상계동),투썸플레이스
인천소래포구역점,"인천광역시 남동구 소래역로 46 1층 101호 (논현동, 청호프라자)",투썸플레이스
통영무전점,"경상남도 통영시 중앙로 317 (무전동,신명빌딩) 2층 투썸플레이스",투썸플레이스
울산대공원점,울산광역시 남구 대공원입구로 1 (옥동),투썸플레이스
부산벡스코점,부산광역시 해운대구 센텀3로 32-0 S동101호 (우동),투썸플레이스
광장힐스테이트점,"서울특별시 광진구 아차산로 537-17 상가S동1층13호 (광장동, 광장힐스테이트",투썸플레이스
대구성당점,대구광역시 달서구 구마로 225 (성당동),투썸플레이스
인천연수역점,인천광역시 연수구 벚꽃로 114 1층 (연수동),투썸플레이스
대구성서점,대구광역시 달서구 이곡동로 7 1층 (이곡동),투썸플레이스
성남모란역점,경기도 성남시 중원구 성남대로1148번길3,투썸플레이스
충주점,"충청북도 충주시 국원대로 179 1층 (금릉동, 백상빌딩)",투썸플레이스
부산괴정점,부산광역시 사하구 낙동대로 219 (괴정동),투썸플레이스
잠실신천점,"서울특별시 송파구 백제고분로7길 9 1,3층 (잠실동)",투썸플레이스
부평점,인천광역시 부평구 시장로30번길 3 (부평동),투썸플레이스
우장산역점,서울특별시 강서구 강서로 259 (내발산동),투썸플레이스
전주LH점,전라북도 전주시 완산구 홍산로 160-3 (효자동2가) 1층 투썸플레이스 전주LH점,투썸플레이스
전주신시가지점,전라북도 전주시 완산구 홍산중앙로 13 (효자동2가) 1층 투썸플레이스 전주신시가지점,투썸플레이스
강릉포남점,"강원 강릉시 하평1길 14 1층 (포남동, 파인프라자)",투썸플레이스
여수학동점,"전라남도 여수시 선소로 19 (학동) 1,2층",투썸플레이스
중계은행사거리점,서울특별시 노원구 한글비석로 242 (중계동),투썸플레이스
사당역남현점,서울특별시 관악구 남부순환로 2082-33 (남현동),투썸플레이스
울산일산점,울산광역시 동구 해수욕장10길 8 (일산동),투썸플레이스
부산대연점,"부산광역시 남구 수영로 286 (대연동, 유일프라자)",투썸플레이스
수원드라마센터점,경기도 수원시 팔달구 권광로255번길 8 (인계동) ,투썸플레이스
판교테크노밸리점,"경기도 성남시 분당구 판교역로 235 N-111호 (삼평동, 에이치스퀘어)",투썸플레이스
하남아이테코점,"경기도 하남시 조정대로 150 블루존 104호 (덕풍동, 아이테코)",투썸플레이스
송도포스코E&C타워점,"인천광역시 연수구 인천타워대로 241 지하1층 (송도동, 포스코이엔씨타워)",투썸플레이스
대구동성로점,"대구 중구 동성로5길 44,2층,3층(삼덕동1가)",투썸플레이스
가천대점,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) MEP동지하3층",투썸플레이스
수원역점,경기도 수원시 팔달구 향교로 1 (매산로1가),투썸플레이스
천안두정점,충청남도 천안시 서북구 부성1길 3 (두정동),투썸플레이스
의정부시청점,"경기도 의정부시 시민로 24 1층 (의정부동, 신도아크라티움)",투썸플레이스
김해인제대점,경상남도 김해시 인제로 192 1층 (어방동),투썸플레이스
서울대역중앙점,서울특별시 관악구 봉천로 472 103호 (봉천동),투썸플레이스
상암우리센터점,서울 마포구 월드컵북로60길 17 상암우리금융센터 1층 (상암동),투썸플레이스
안산꿈의교회점,경기도 안산시 상록구 용신로 128 (사동),투썸플레이스
부천상동점,"경기도 부천시 길주로 105 (상동,세이브존백화점) 1층 103호",투썸플레이스
신촌기차역점,서울특별시 서대문구 신촌역로 31 지상 1층 (대현동),투썸플레이스
예금보험공사점,서울특별시 중구 청계천로 30 예금보험공사 1층 (다동),투썸플레이스
안산상록수점,경기도 안산시 상록구 상록수로 48 (본오동),투썸플레이스
수원인계점,"경기도 수원시 팔달구 권광로 138-0  (인계동, 선경리빙프라자)",투썸플레이스
서강대점,"서울 마포구 백범로 35 경영교육원 바오로경영관 (신수동, 서강대학교)",투썸플레이스
분당야탑점,"경기도 성남시 분당구 성남대로926번길 10 1층 전체 (야탑동, 탑빌딩)",투썸플레이스
상암E&M점,서울특별시 마포구 상암산로 66 상암DMC CJ E&M센터 1층 (상암동),투썸플레이스
학동역점,"서울특별시 강남구 논현로 662 1층 (논현동, 헤리츠타워)",투썸플레이스
광주CGV점,"광주광역시 서구 무진대로 904 2층 (광천동, 유스퀘어광천터미널)",투썸플레이스
CJENM커머스부문점,서울특별시 서초구 과천대로 870-13 CJENM커머스부문점),투썸플레이스
서울대점,"서울특별시 관악구 관악로 1 교수연구동 501동 (신림동, 서울대학교)",투썸플레이스
여의도점,"서울특별시 영등포구 의사당대로 108 1층 2층 (여의도동, 아일렉스상가)",투썸플레이스
신촌점,서울특별시 서대문구 연세로 1 1층 (창천동),투썸플레이스
